merchant_id,onboarding_month,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
MX-0416,2024-02-01,2024-11-01,Retail,Amman,Enterprise,Sales Agent,97.84,463.7,0.0,0.0,0.0,True,6580.95,704.0
MX-0062,2024-02-01,2024-10-01,F&B,Amman,Enterprise,Bank Partner,27.81,371.76,0.0,0.0,0.0,True,5217.94,889.0
MX-0411,2024-02-01,2024-08-01,F&B,Zarqa,Basic,Bank Partner,32.21,0.0,0.0,0.0,0.0,True,14525.62,1002.0
MX-0263,2024-02-01,2024-03-01,F&B,Amman,Basic,Bank Partner,37.31,53.89,0.0,26.5,0.0,True,4018.29,1012.0
MX-0196,2024-02-01,2024-03-01,F&B,Irbid,Pro,Bank Partner,26.18,109.24,0.0,0.0,0.0,True,8659.93,948.0
MX-0322,2024-02-01,2024-04-01,Retail,Amman,Basic,Bank Partner,32.85,37.32,0.0,0.0,0.0,True,7677.7,886.0
MX-0364,2024-02-01,2024-02-01,Retail,Amman,Pro,Sales Agent,69.16,114.32,114.32,0.0,0.0,True,5246.4,645.0
MX-0310,2024-02-01,2024-04-01,F&B,Amman,Pro,Bank Partner,23.63,79.88,0.0,0.0,0.0,True,11340.79,889.0
MX-0295,2024-02-01,2024-07-01,F&B,Amman,Pro,Bank Partner,15.14,62.09,0.0,0.0,0.0,True,4033.61,845.0
MX-0280,2024-02-01,2025-01-01,Hospitality,Irbid,Basic,Online,22.84,109.8,0.0,19.69,0.0,True,1526.69,240.0
MX-0081,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Bank Partner,15.68,91.69,0.0,22.46,0.0,True,1171.86,137.0
MX-0445,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Sales Agent,66.43,100.39,0.0,0.0,0.0,True,3890.98,279.0
MX-0275,2024-02-01,2024-02-01,Retail,Aqaba,Basic,Sales Agent,97.03,23.02,23.02,0.0,0.0,True,7543.45,572.0
MX-0122,2024-02-01,2024-07-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,328.02,0.0,0.0,0.0,True,586.5,223.0
MX-0224,2024-02-01,2024-08-01,F&B,Aqaba,Enterprise,Bank Partner,21.05,475.69,0.0,0.0,0.0,True,11082.85,916.0
MX-0217,2024-02-01,2024-04-01,F&B,Madaba,Basic,Bank Partner,35.73,33.4,0.0,0.0,0.0,True,8020.43,861.0
MX-0419,2024-02-01,2025-01-01,Retail,Aqaba,Basic,Bank Partner,15.77,30.85,0.0,0.0,0.0,True,7180.56,661.0
MX-0365,2024-02-01,2024-05-01,Pharmacy,Amman,Pro,Online,43.09,73.97,0.0,0.0,0.0,True,2977.89,375.0
MX-0391,2024-02-01,2024-08-01,Pharmacy,Irbid,Basic,Bank Partner,24.36,32.07,0.0,0.0,0.0,True,7122.8,562.0
MX-0279,2024-02-01,2024-08-01,Retail,Irbid,Basic,Bank Partner,30.85,29.87,0.0,0.0,0.0,True,5361.99,707.0
MX-0282,2024-02-01,2024-11-01,F&B,Zarqa,Pro,Online,34.47,109.42,0.0,0.0,0.0,True,14131.83,954.0
MX-0378,2024-02-01,2024-06-01,F&B,Irbid,Basic,Sales Agent,87.34,0.0,0.0,0.0,36.56,False,0.0,0.0
MX-0040,2024-02-01,2024-03-01,Retail,Amman,Basic,Sales Agent,55.06,26.67,0.0,0.0,0.0,True,5361.96,766.0
MX-0223,2024-02-01,2024-06-01,F&B,Amman,Basic,Bank Partner,17.41,36.14,0.0,0.0,0.0,True,5013.71,1119.0
MX-0463,2024-02-01,2024-08-01,Retail,Amman,Basic,Online,44.94,24.1,0.0,0.0,0.0,True,1603.53,743.0
MX-0126,2024-02-01,2024-05-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,4497.35,678.0
MX-0452,2024-02-01,2024-08-01,Retail,Irbid,Pro,Bank Partner,39.16,53.85,0.0,0.0,0.0,True,6514.11,861.0
MX-0227,2024-02-01,2024-03-01,Pharmacy,Amman,Basic,Sales Agent,58.08,28.1,0.0,0.0,0.0,True,1877.86,250.0
MX-0006,2024-02-01,2024-08-01,F&B,Amman,Pro,Bank Partner,33.98,65.1,0.0,0.0,0.0,True,5270.1,592.0
MX-0342,2024-02-01,2024-03-01,Retail,Irbid,Basic,Bank Partner,16.78,25.79,0.0,0.0,0.0,True,1916.84,687.0
MX-0148,2024-02-01,2024-03-01,Retail,Irbid,Pro,Online,34.31,75.67,0.0,0.0,0.0,True,5185.19,688.0
MX-0111,2024-02-01,2024-06-01,F&B,Amman,Pro,Online,25.63,55.93,0.0,0.0,0.0,True,2382.13,831.0
MX-0006,2024-02-01,2024/06/01,F&B, Amman ,Pro,Bank Partner,33.98,65.1,0.0,0.0,0.0,True,2164.72,
MX-0230,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,58.0,27.87,0.0,0.0,0.0,True,6784.01,921.0
MX-0325,2024-02-01,2025-01-01,Pharmacy,Zarqa,Enterprise,Sales Agent,89.43,388.16,0.0,0.0,0.0,True,4668.78,357.0
MX-0131,2024-02-01,2024-09-01,Retail,Irbid,Pro,Sales Agent,49.73,150.88,0.0,0.0,0.0,True,9080.3,643.0
MX-0121,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Sales Agent,88.22,146.07,0.0,0.0,0.0,True,2909.36,204.0
MX-0270,2024-02-01,2024/07/01,F&B,Madaba,Basic,Bank Partner,27.81,0.0,0.0,0.0,17.76,False,0.0,0.0
MX-0346,2024-02-01,2024-12-01,Retail,Amman,Basic,Bank Partner,31.71,106.14,0.0,0.0,0.0,True,2147.93,
MX-0141,2024-02-01,2024-06-01,Pharmacy,Amman,Pro,Sales Agent,89.14,110.28,0.0,0.0,0.0,True,243.1,106.0
MX-0137,2024-02-01,2024-09-01,Retail,Zarqa,Pro,Bank Partner,16.99,202.74,0.0,0.0,0.0,True,6427.01,505.0
MX-0186,2024-02-01,2024-07-01,Retail,Zarqa,Enterprise,Online,57.53,241.51,0.0,0.0,0.0,True,3592.75,
MX-0483,2024-02-01,2024-03-01,Retail,Amman,Basic,Sales Agent,96.64,21.17,0.0,0.0,0.0,True,4324.57,739.0
MX-0358,2024-02-01,2024-08-01,Retail,Zarqa,Basic,Sales Agent,50JOD,32.54,0.0,0.0,0.0,True,4764.61,836.0
MX-0493,2024-02-01,2024-08-01,F&B,Amman,Basic,Sales Agent,85.71,0.0,0.0,0.0,26.12,False,0.0,0.0
MX-0324,2024-02-01,2024-04-01,F&B,Amman,Basic,Sales Agent,58.56,34.91,0.0,0.0,0.0,True,2567.39,828.0
MX-0329,2024-02-01,2024-10-01,Retail,Aqaba,Pro,Sales Agent,78.18,0.0,0.0,0.0,133.53,False,0.0,0.0
MX-0456,2024-02-01,2024-07-01,Retail,Amman,Enterprise,Online,25.57,0.0,0.0,76.31,0.0,True,999.1,452.0
MX-0040,2024-02-01,2025-01-01,Retail,Amman,Basic,Sales Agent,55.06,101.98,0.0,0.0,0.0,True,8864.65,660.0
MX-0165,2024-02-01,2024-07-01,F&B,Amman,Basic,Online,38.85,22.59,0.0,0.0,0.0,True,3349.38,739.0
MX-0429,2024-02-01,2024-03-01,F&B,Irbid,Pro,Sales Agent,58.84,102.71,0.0,0.0,0.0,True,7444.86,986.0
MX-0128,2024-02-01,2024-03-01,Hospitality,Aqaba,Basic,Sales Agent,49.96,27.59,0.0,0.0,0.0,True,1780.01,149.0
MX-0146,2024-02-01,2025-01-01,F&B,Ajloun,Pro,Sales Agent,89.3,225.83,0.0,0.0,0.0,True,13728.72,969.0
MX-0465,2024-02-01,2024-02-01,Pharmacy,Amman,Enterprise,Sales Agent,77.24,511.19,511.19,0.0,0.0,True,424.02,106.0
MX-0293,2024-02-01,2024-06-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,54.49,0.0,0.0,0.0,True,1184.58,205.0
MX-0003,2024-02-01,2024-07-01,Retail,Amman,Pro,Bank Partner,37.66,113.75,0.0,0.0,0.0,True,8088.53,587.0
MX-0207,2024-02-01,2024-11-01,F&B,Amman,Pro,Sales Agent,56.8,67.7,0.0,0.0,0.0,True,11486.55,1084.0
MX-0350,2024-02-01,2024-05-01,Retail,Zarqa,Basic,Sales Agent,40.61,23.18,0.0,0.0,0.0,True,4411.73,826.0
MX-0140,2024-02-01,2024-07-01,Pharmacy,Amman,Pro,Online,54.33,59.39,0.0,0.0,0.0,True,4518.83,432.0
MX-0141,2024-02-01,2024-09-01,Pharmacy,Amman,Pro,Sales Agent,89.14,110.28,0.0,0.0,0.0,True,1983.01,199.0
MX-0292,2024-02-01,2024-04-01,F&B,Zarqa,Basic,Sales Agent,56.84,18.38,0.0,0.0,0.0,True,9335.18,
MX-0087,2024-02-01,2024-10-01,Retail,Amman,Pro,Sales Agent,-20,111.65,0.0,0.0,0.0,True,10972.16,854.0
MX-0213,2024-02-01,2025-01-01,Retail,Zarqa,Basic,Sales Agent,41.08,104.34,0.0,0.0,0.0,True,1226169.0,854.0
MX-0069,2024-02-01,2024-10-01,F&B,Mafraq,Basic,Sales Agent,49.88,34.42,0.0,0.0,0.0,True,9235.0,914.0
MX-0491,2024-02-01,2024-02-01,Retail,Aqaba,Basic,Sales Agent,-20,0.0,22.16,19.57,22.16,False,0.0,0.0
MX-0306,2024-02-01,2024-12-01,Pharmacy,Aqaba,Pro,Sales Agent,63.82,116.34,0.0,0.0,0.0,True,4231.85,301.0
MX-0384,2024-02-01,2024-04-01,Hospitality,Amman,Basic,Sales Agent,65.86,,0.0,0.0,0.0,True,2947.18,316.0
MX-0126,2024-02-01,2024-10-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,7049.0,900.0
MX-0163,2024-02-01,2024-05-01,Retail,Irbid,Basic,Online,34.09,0.0,0.0,0.0,37.11,False,0.0,0.0
MX-0318,2024-02-01,2024-05-01,F&B,Amman,Pro,Sales Agent,63.67,104.67,0.0,0.0,0.0,True,9758.27,870.0
MX-0299,2024-02-01,2024-03-01,Retail,Irbid,Pro,Bank Partner,17.7,50.18,0.0,0.0,0.0,True,5113.18,558.0
MX-0424,2024-02-01,2024-10-01,Retail,Aqaba,Basic,Bank Partner,26.46,0.0,0.0,0.0,73.78,False,0.0,0.0
MX-0293,2024-02-01,2025-01-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,103.21,0.0,0.0,0.0,True,2508.42,350.0
MX-0280,2024-02-01,2024-04-01,Hospitality,Irbid,Basic,Online,22.84,90.11,0.0,0.0,0.0,True,538.91,183.0
MX-0396,2024-02-01,2024-07-01,Pharmacy,Amman,Pro,Sales Agent,-20,75.96,0.0,0.0,0.0,True,701.84,253.0
MX-0456,2024-02-01,2024-06-01,Retail,Amman,Enterprise,Online,25.57,538.38,0.0,0.0,0.0,True,6954.53,779.0
MX-0486,2024-02-01,2024-06-01,Pharmacy,Zarqa,Basic,Bank Partner,39.52,23.42,0.0,0.0,0.0,True,6062.44,407.0
MX-0428,2024-02-01,2024-10-01,Hospitality,Zarqa,Enterprise,Sales Agent,97.36,321.72,0.0,0.0,0.0,True,4229.98,292.0
MX-0201,2024-02-01,2024-06-01,Retail,Zarqa,Pro,Online,59.07,131.74,0.0,0.0,0.0,True,2113.99,543.0
MX-0208,2024-02-01,2024-05-01,Retail,Madaba,Basic,Bank Partner,36.46,0.0,0.0,0.0,36.47,False,0.0,0.0
MX-0061,2024-02-01,2024-11-01,F&B,Irbid,Pro,Bank Partner,16.56,173.73,0.0,0.0,0.0,True,7568.05,751.0
MX-0219,2024-02-01,2024-08-01,Retail,Amman,Pro,Online,54.91,73.55,0.0,0.0,0.0,True,8972.09,662.0
MX-0117,2024-02-01,2024-07-01,Hospitality,Amman,Basic,Online,37.61,26.06,0.0,0.0,0.0,True,1624.51,132.0
MX-0300,2024-02-01,2024-10-01,F&B,Mafraq,Pro,Bank Partner,23.47,163.29,0.0,0.0,0.0,True,1859.74,868.0
MX-0323,2024-02-01,2025-01-01,Retail,Amman,Pro,Sales Agent,76.47,115.85,0.0,0.0,0.0,True,7513.18,511.0
MX-0013,2024-02-01,2024-05-01,Hospitality,Balqa,Enterprise,Online,56.26,297.42,0.0,14.59,0.0,True,576.04,288.0
MX-0164,2024-02-01,2024-04-01,Retail,Amman,Pro,Sales Agent,90.49,106.08,0.0,0.0,0.0,True,6488.69,888.0
MX-0366,2024-02-01,2024-02-01,F&B,Zarqa,Basic,Online,21.75,20.42,20.42,0.0,0.0,True,8916.99,
MX-0003,2024-02-01,2025-01-01,Retail,Amman,Pro,Bank Partner,37.66,113.75,0.0,0.0,0.0,True,9180.42,760.0
MX-0452,2024-02-01,2024-04-01,Retail,Irbid,Pro,Bank Partner,39.16,53.85,0.0,0.0,0.0,True,8943.23,757.0
MX-0085,2024-02-01,2025-01-01,F&B,Irbid,Enterprise,Online,41.55,0.0,0.0,0.0,0.0,True,6575.03,718.0
MX-0126,2024-02-01,2024-11-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,6655.11,640.0
MX-0408,2024-02-01,2025-01-01,F&B,Amman,Pro,Bank Partner,20.45,297.63,0.0,76.32,0.0,True,6801.81,861.0
MX-0370,2024-02-01,2024-02-01,F&B,Balqa,Basic,Sales Agent,83.75,0.0,25.97,0.0,25.97,False,0.0,0.0
MX-0281,2024-02-01,2024-04-01,Hospitality,Irbid,Pro,Bank Partner,21.36,55.76,0.0,0.0,0.0,True,2926.87,214.0
MX-0322,2024-02-01,2024-03-01,Retail,Amman,Basic,Bank Partner,32.85,37.32,0.0,0.0,0.0,True,8920.76,685.0
MX-0169,2024-02-01,2024-05-01,F&B,Amman,Basic,Bank Partner,31.9,34.65,0.0,0.0,0.0,True,9313.44,895.0
MX-0140,2024-02-01,2024-04-01,Pharmacy,Amman,Pro,Online,54.33,59.39,0.0,0.0,0.0,True,805.91,147.0
MX-0257,2024-02-01,2024-02-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,17.47,0.0,0.0,True,2450.77,356.0
MX-0058,2024-02-01,2024-10-01,F&B,Amman,Basic,Bank Partner,25.29,41.17,0.0,0.0,0.0,True,3654.93,988.0
MX-0373,2024-02-01,2024-05-01,F&B,Irbid,Pro,Sales Agent,81.55,171.75,0.0,0.0,0.0,True,9701.32,935.0
MX-0158,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Bank Partner,23.7,62.49,0.0,0.0,0.0,True,1665.55,118.0
MX-0354,2024-02-01,2024-04-01,F&B, Amman ,Pro,Online,54.95,74.18,0.0,0.0,0.0,True,3104.09,836.0
MX-0394,2024-02-01,2024-03-01,Hospitality,Amman,Basic,Bank Partner,18.56,88.86,0.0,53.86,0.0,True,2790.03,350.0
MX-0273,2024-02-01,2025-01-01,Hospitality,Amman,Pro,Online,39.51,210.09,0.0,0.0,0.0,True,5191.03,356.0
MX-0059,2024-02-01,2024-09-01,F&B,Aqaba,Basic,Online,46.04,34.58,0.0,0.0,0.0,True,10641.06,856.0
MX-0014,2024-02-01,2024-05-01,F&B,Jerash,Basic,Bank Partner,18.48,33.23,0.0,0.0,0.0,True,11387.67,1075.0
MX-0192,2024-02-01,2024-03-01,Hospitality, Amman ,Pro,Sales Agent,94.43,80.05,0.0,0.0,0.0,True,732.25,366.0
MX-0333,2024-02-01,2024-11-01,F&B,Amman,Basic,Sales Agent,76.23,31.94,0.0,0.0,0.0,True,7293.24,894.0
MX-0089,2024-02-01,2024-04-01,Hospitality,Amman,Enterprise,Bank Partner,35.55,269.64,0.0,0.0,0.0,True,4110.65,378.0
MX-0365,2024-02-01,2024-04-01,Pharmacy,Amman,Pro,Online,43.09,73.97,0.0,0.0,0.0,True,999.66,266.0
MX-0478,2024-02-01,2024-11-01,Retail,Amman,Pro,Bank Partner,34.76,0.0,0.0,0.0,81.33,False,0.0,0.0
MX-0018,2024-02-01,2024-02-01,Retail,Madaba,Pro,Online,55.99,0.0,88.42,0.0,0.0,True,5804.24,576.0
MX-0189,2024-02-01,2024-06-01,Retail,Aqaba,Basic,Sales Agent,87.31,26.7,0.0,0.0,0.0,True,2445.1,534.0
MX-0126,2024-02-01,2024-12-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,5995.62,859.0
MX-0021,2024-02-01,2024-11-01,Retail,Zarqa,Pro,Bank Partner,39.08,176.57,0.0,27.58,0.0,True,9808.6,698.0
MX-0309,2024-02-01,2024-11-01,Hospitality,Amman,Basic,Bank Partner,17.85,28.3,0.0,0.0,0.0,True,1251.27,297.0
MX-0039,2024-02-01,2024-03-01,Retail,Amman,Basic,Bank Partner,20.63,,0.0,0.0,0.0,True,2133.57,881.0
MX-0387,2024-02-01,2024-07-01,F&B,Irbid,Pro,Bank Partner,24.28,93.14,0.0,0.0,0.0,True,10156.59,907.0
MX-0285,2024-02-01,2024-06-01,Retail,amman,Basic,Sales Agent,48.4,37.16,0.0,0.0,0.0,True,9017.64,673.0
MX-0123,2024-02-01,2024-07-01,F&B,Amman,Pro,Sales Agent,98.03,66.01,0.0,0.0,0.0,True,2102.82,754.0
MX-0470,2024-02-01,2024-05-01,Pharmacy,Zarqa,Pro,Bank Partner,28.58,98.41,0.0,0.0,0.0,True,1377.12,383.0
MX-0481,2024-02-01,2024-02-01,Retail,Amman,Pro,Bank Partner,21.89,99.57,99.57,0.0,0.0,True,2636.22,607.0
MX-0475,2024-02-01,2024-07-01,Retail,Amman,Basic,Bank Partner,28.33,18.74,0.0,0.0,0.0,True,12149.29,854.0
MX-0220,2024-02-01,2024-02-01,Hospitality,Aqaba,Basic,Bank Partner,17.81,27.83,27.83,0.0,0.0,True,2029.27,200.0
MX-0030,2024-02-01,2024-08-01,F&B,Jerash,Pro,Sales Agent,79.25,82.37,0.0,0.0,0.0,True,3887.05,820.0
MX-0260,2024-02-01,2024-03-01,F&B,Aqaba,Pro,Sales Agent,66.08,77.9,0.0,0.0,0.0,True,13335.47,989.0
MX-0180,2024-02-01,2024-12-01,F&B,Jerash,Basic,Sales Agent,70.76,43.13,0.0,0.0,0.0,True,12268.01,823.0
MX-0257,2024-02-01,2024-10-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,0.0,0.0,0.0,True,3512.01,266.0
MX-0302,2024-02-01,2024-02-01,Retail,Amman,Enterprise,Sales Agent,74.32,402.58,402.58,0.0,0.0,True,4025.32,843.0
MX-0383,2024-02-01,2024-06-01,Retail,Amman,Enterprise,Sales Agent,95.0,523.49,0.0,0.0,0.0,True,4679.51,593.0
MX-0403,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,64.58,90.68,0.0,0.0,0.0,True,2166.77,702.0
MX-0186,2024-02-01,2024-12-01,Retail,Zarqa,Enterprise,Online,57.53,241.51,0.0,0.0,0.0,True,2367.52,487.0
MX-0272,2024-02-01,2024-04-01,Hospitality,Jerash,Pro,Sales Agent,63.07,152.92,0.0,0.0,0.0,True,2597.36,255.0
MX-0197,2024-02-01,2024-03-01,Retail,amman,Enterprise,Bank Partner,26.51,284.51,0.0,0.0,0.0,True,1781.58,646.0
MX-0250,2024-02-01,2024-11-01,Hospitality,Irbid,Pro,Bank Partner,17.87,128.08,0.0,0.0,0.0,True,925.47,241.0
MX-0065,2024-02-01,2024-02-01,F&B,Amman,Basic,Online,-20,0.0,37.77,0.0,37.77,False,0.0,0.0
MX-0137,2024-02-01,2024-08-01,Retail,Zarqa,Pro,Bank Partner,16.99,202.74,0.0,0.0,0.0,True,2377.79,555.0
MX-0272,2024-02-01,2024-03-01,Hospitality,Zaqra,Pro,Sales Agent,63.07,152.92,0.0,65.68,0.0,True,4156.45,339.0
MX-0403,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,64.58,90.68,0.0,0.0,0.0,True,2166.77,702.0
MX-0070,2024-02-01,2024-05-01,Pharmacy,Amman,Basic,Sales Agent,59.81,148.07,0.0,77.93,0.0,True,1118.54,135.0
MX-0091,2024-02-01,2024-04-01,F&B,Amman,Enterprise,Sales Agent,50JOD,344.62,0.0,0.0,0.0,True,8495.84,862.0
MX-0464,2024-02-01,2024-10-01,Retail,Amman,Pro,Bank Partner,29.23,117.3,0.0,0.0,0.0,True,6721.03,713.0
MX-0141,2024-02-01,2024-03-01,Pharmacy,Amman,Pro,Sales Agent,89.14,110.28,0.0,0.0,0.0,True,4617.94,360.0
MX-0023,2024-02-01,2024-08-01,F&B, Amman ,Enterprise,Bank Partner,38.42,207.65,0.0,0.0,0.0,True,3377.63,965.0
MX-0319,2024-02-01,2024-11-01,F&B,Amman,Basic,Sales Agent,65.31,21.29,0.0,0.0,0.0,True,6572.14,1079.0
MX-0292,2024-02-01,2024/02/01,F&B,Zarqa,Basic,Sales Agent,56.84,18.38,18.38,19.95,0.0,True,7993.26,784.0
MX-0131,2024-02-01,2025-01-01,Retail,Irbid,Pro,Sales Agent,49.73,150.88,0.0,0.0,0.0,True,3407.7,870.0
MX-0007,2024-02-01,2024-06-01,F&B,Mafraq,Pro,Sales Agent,-20,82.49,0.0,0.0,0.0,True,7257.53,831.0
MX-0189,2024-02-01,2024-08-01,Retail,Aqaba,Basic,Sales Agent,87.31,26.7,0.0,0.0,0.0,True,4582.54,505.0
MX-0219,2024-02-01,2024-06-01,Retail,Amman,Pro,Online,54.91,73.55,0.0,0.0,0.0,True,9757.99,696.0
MX-0011,2024-02-01,2024-05-01,F&B,Irbid,Basic,Online,50JOD,30.56,0.0,0.0,0.0,True,7336.7,785.0
MX-0213,2024-02-01,2024-04-01,Retail,Zarqa,Basic,Sales Agent,41.08,26.13,0.0,0.0,0.0,True,5384.71,661.0
MX-0049,2024-02-01,2024-09-01,Retail,Zarqa,Pro,Bank Partner,28.59,88.72,0.0,0.0,0.0,True,6661.34,693.0
MX-0104,2024-02-01,2024-10-01,Retail,Amman,Enterprise,Bank Partner,32.4,413.25,0.0,0.0,0.0,True,3976.27,563.0
MX-0056,2024-02-01,2024-12-01,Pharmacy,Amman,Basic,Bank Partner,50JOD,113.74,0.0,42.22,0.0,True,1604.51,376.0
MX-0069,2024-02-01,2024-06-01,F&B,Mafraq,Basic,Sales Agent,49.88,34.42,0.0,0.0,0.0,True,14162.61,1005.0
MX-0087,2024-02-01,2024/12/01,Retail, Amman ,Pro,Sales Agent,46.33,0.0,0.0,0.0,172.71,False,0.0,0.0
MX-0466,2024-02-01,2024-04-01,F&B,Amman,Basic,Sales Agent,52.08,22.64,0.0,0.0,0.0,True,3207.85,915.0
MX-0173,2024-02-01,2024-07-01,Retail,Amman,Pro,Online,27.0,65.41,0.0,0.0,0.0,True,6391.55,693.0
MX-0103,2024-02-01,2024-08-01,F&B,Amman,Pro,Bank Partner,18.95,131.17,0.0,0.0,0.0,True,7969.35,837.0
MX-0235,2024-02-01,2024-05-01,F&B,Amman,Pro,Bank Partner,31.7,130.06,0.0,0.0,0.0,True,5261.33,896.0
MX-0403,2024-02-01,2024-02-01,Retail,Amman,Basic,Sales Agent,64.58,38.3,38.3,0.0,0.0,True,7873.24,701.0
MX-0120,2024-02-01,2024-04-01,Retail,Aqaba,Basic,Sales Agent,-20,0.0,0.0,0.0,59.75,False,0.0,0.0
MX-0021,2024-02-01,2024-12-01,Retail,Zarqa,Pro,Bank Partner,39.08,176.57,0.0,0.0,0.0,True,4519.97,617.0
MX-0416,2024-02-01,2024-08-01,Retail,Amman,Enterprise,Sales Agent,50JOD,463.7,0.0,0.0,0.0,True,5384.2,640.0
MX-0457,2024-02-01,2024-11-01,F&B,Zaqra,Pro,Sales Agent,66.64,100.66,0.0,0.0,0.0,True,4756.54,1026.0
MX-0369,2024-02-01,2024-10-01,F&B,Jerash,Basic,Bank Partner,23.58,70.08,0.0,0.0,0.0,True,10490.4,725.0
MX-0007,2024-02-01,2024-07-01,F&B,Mafraq,Pro,Sales Agent,66.98,82.49,0.0,0.0,0.0,True,11957.84,919.0
MX-0158,2024-02-01,2024-12-01,Hospitality,Amman,Pro,Bank Partner,23.7,0.0,0.0,0.0,62.49,False,0.0,0.0
MX-0028,2024-02-01,2024-05-01,Retail,Amman,Pro,Bank Partner,39.53,103.5,0.0,0.0,0.0,True,8656.3,887.0
MX-0088,2024-02-01,2024-10-01,Retail,Amman,Basic,Bank Partner,-20,0.0,0.0,0.0,0.0,True,2784.65,664.0
MX-0004,2024-02-01,2024-04-01,Retail,Madaba,Pro,Bank Partner,21.24,0.0,0.0,0.0,130.15,False,0.0,0.0
MX-0202,2024-02-01,2024-07-01,F&B,Amman,Basic,Bank Partner,17.77,18.61,0.0,0.0,0.0,True,11023.91,914.0
MX-0102,2024-02-01,2024-05-01,Retail,Amman,Enterprise,Bank Partner,28.33,550.37,0.0,0.0,0.0,True,3922.29,749.0
MX-0027,2024-02-01,2024-07-01,F&B,Amman,Pro,Bank Partner,33.27,202.39,0.0,35.84,0.0,True,10908.79,895.0
MX-0257,2024-02-01,2024-05-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,0.0,0.0,0.0,True,657.57,313.0
MX-0479,2024-02-01,2024-08-01,Pharmacy,Zarqa,Pro,Online,24.99,193.91,0.0,0.0,0.0,True,2954.86,250.0
MX-0448,2024-02-01,2024-02-01,Hospitality,Mafraq,Pro,Bank Partner,19.87,0.0,96.8,0.0,0.0,True,1189.83,180.0
MX-0054,2024-02-01,2024-03-01,Hospitality,Zarqa,Pro,Online,57.83,94.2,0.0,0.0,0.0,True,2233.65,459.0
MX-0243,2024-02-01,2024-04-01,Pharmacy,Aqaba,Pro,Sales Agent,74.97,102.75,0.0,0.0,0.0,True,2654.2,188.0
MX-0040,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,55.06,67.34,0.0,0.0,0.0,True,7856.61,624.0
MX-0196,2024-02-01,2024-02-01,F&B,Irbid,Pro,Bank Partner,26.18,109.24,109.24,0.0,0.0,True,7550.82,1041.0
MX-0443,2024-02-01,2024-09-01,F&B,amman,Pro,Sales Agent,85.71,88.35,0.0,34.37,0.0,True,4603.99,592.0
MX-0418,2024-02-01,2024-10-01,F&B,amman,Basic,Sales Agent,42.34,181.13,0.0,0.0,0.0,True,12430.78,903.0
MX-0492,2024-02-01,2024-08-01,Retail,Irbid,Basic,Bank Partner,20.08,45.85,0.0,9.36,0.0,True,5196.79,810.0
MX-0090,2024-02-01,2024-07-01,Retail,Amman,Basic,Sales Agent,62.83,18.65,0.0,0.0,0.0,True,3474.3,628.0
MX-0271,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Sales Agent,46.25,119.44,0.0,0.0,0.0,True,1004.88,196.0
MX-0020,2024-02-01,2024-07-01,F&B,Amman,Basic,Online,46.55,29.57,0.0,0.0,0.0,True,3395.32,1065.0
MX-0157,2024-02-01,2024-03-01,Retail,Amman,Basic,Sales Agent,48.52,38.5,0.0,0.0,0.0,True,2295.39,889.0
MX-0198,2024-02-01,2024-06-01,Hospitality,Zarqa,Enterprise,Bank Partner,36.61,459.2,0.0,0.0,0.0,True,3599.36,305.0
MX-0102,2024-02-01,2024-06-01,Retail,Amman,Enterprise,Bank Partner,28.33,550.37,0.0,0.0,0.0,True,5796.73,391.0
MX-0468,2024-02-01,2024-08-01,Hospitality,Amman,Basic,Bank Partner,15.99,0.0,0.0,0.0,23.24,False,0.0,0.0
MX-0185,2024-02-01,2024-04-01,F&B,Mafraq,Basic,Bank Partner,31.33,79.87,0.0,37.22,0.0,True,10825.25,1044.0
MX-0433,2024-02-01,2024-07-01,Retail,Ma'an,Basic,Sales Agent,99.04,39.24,0.0,0.0,0.0,True,4605.17,664.0
MX-0006,2024-02-01,2024-07-01,F&B,Amman,Pro,Bank Partner,33.98,65.1,0.0,0.0,0.0,True,1886.56,838.0
